what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1319229737908
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319229745215
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319229745254
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1319229765167
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1319229768954
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1319229805749
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1319229805783
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1319229867505
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1319229938148
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1319229941688
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1319229947731
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1319229947767
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1319229949954
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1319229957586
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1319229961048
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319229967279
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1319229982707
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.restartWorkbench",1319229983126
stopped,bundle,org.eclipse.mylyn.ide.ant,3.3.0.v20091015-0500-e3x,"org.eclipse.mylyn.ide.ant",1319229983193
stopped,bundle,eclipse2ant,1.1.7,"eclipse2ant",1319229983228
stopped,bundle,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui",1319229983229
stopped,bundle,org.eclipse.mylyn.java.tasks,3.3.0.v20091015-0500-e3x,"org.eclipse.mylyn.java.tasks",1319229983230
stopped,bundle,org.eclipse.mylyn.java.ui,3.3.0.v20091015-0500-e3x,"org.eclipse.mylyn.java.ui",1319229983230
stopped,bundle,org.codehaus.groovy.eclipse.codeassist.completion,2.0.0.xx-20091023-1300-e35,"org.codehaus.groovy.eclipse.codeassist.completion",1319229983243
stopped,bundle,org.codehaus.groovy.eclipse.codebrowsing,2.0.0.xx-20091023-1300-e35,"org.codehaus.groovy.eclipse.codebrowsing",1319229983251
